,Event Date,Event Type,Restoration,Number of Customers Affected,Area Affected,States,Event Category,Region
248,2004-01-01 00:00:00,Hurricane Ivan,2004-09-17 19:00:00,916316,"Florida, Mississippi, Alabama, Georgia",Florida,Severe Weather,Southern
248,2004-01-01 00:00:00,Hurricane Ivan,2004-09-17 19:00:00,916316,"Florida, Mississippi, Alabama, Georgia",Georgia,Severe Weather,Southern
248,2004-01-01 00:00:00,Hurricane Ivan,2004-09-17 19:00:00,916316,"Florida, Mississippi, Alabama, Georgia",Mississippi,Severe Weather,Southern
249,2004-01-01 00:00:00,Hurricane Ivan,2004-09-16 10:02:00,75000,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",Alabama,Severe Weather,Southern
249,2004-01-01 00:00:00,Hurricane Ivan,2004-09-16 10:02:00,75000,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",Florida,Severe Weather,Southern
249,2004-01-01 00:00:00,Hurricane Ivan,2004-09-16 10:02:00,75000,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",Washington,Severe Weather,West
250,2004-01-01 00:00:00,Hurricane Ivan,2004-09-20 16:00:00,175000,Western  North and South Carolina,South Carolina,Severe Weather,Southern
251,2004-01-01 00:00:00,Hurricane Ivan,2004-09-18 12:00:00,112000,Western North Carolina,North Carolina,Severe Weather,Southern
252,2004-01-01 00:00:00,Hurricane Jeanne,2004-09-26 09:00:00,26000,"City of Fort Pierce, Florida",Florida,Severe Weather,Southern
253,2004-01-01 00:00:00,Hurricane Jeanne,2004-09-27 00:00:00,285300,"Hillsborough, Pasco, and Polk County, Florida",Florida,Severe Weather,Southern
254,2004-01-01 00:00:00,Hurricane Jeanne,2004-09-30 09:00:00,110000,"Orlando and St. Cloud, Florida",Florida,Severe Weather,Southern
260,2004-01-01 00:00:00,Hurricane Jeanne,2004-10-01 00:00:00,722000,"Florida counties of Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Hillsborough, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",Florida,Severe Weather,Southern
261,2004-01-01 00:00:00,Hurricane Jeanne,2004-09-27 14:00:00,85455,Georgia,Georgia,Severe Weather,Southern
262,2004-01-01 00:00:00,Switch Error Concerning Breakers,2004-09-27 16:12:00,,Nova Scotia,Nova Scotia,Other,Other
264,2004-01-01 00:00:00,Breaker Failure,2004-10-11 19:57:00,,Island Wide,Island Wide,Transmission Interruption,Other
265,2004-01-01 00:00:00,Severe Storm with High Wind Gusts,2004-10-20 09:00:00,407440,Northern California,California,Severe Weather,West
266,2004-01-01 00:00:00,Public Appeal/Breaker Failure and Fire,2004-10-26 10:00:00,,Southeastern Louisiana in the New Orleans area,Louisiana,Severe Weather,Southern
267,2004-01-01 00:00:00,Major Transmission Distribution System Interruption,2004-10-28 18:08:00,59458,"San  Jose, California",California,Transmission Interruption,West
268,2004-01-01 00:00:00,Severe Storm with High Wind Gusts,2004-11-01 18:00:00,122000,"Lower peninsula of Michigan. following area:  Grand Rapids, Kalamazoo, Battle Creek, Greenville, Jackson,  Flint, Lansing, Allegan, Temperance",Michigan,Severe Weather,MidWest
269,2004-01-01 00:00:00,High Wind Gusts,2004-11-03 13:50:00,159870,Southeastern Michigan,Michigan,Severe Weather,MidWest
271,2004-01-01 00:00:00,Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline,2004-11-12 13:07:00,0,"Sayreville, New Jersey Long Island, New York",New Jersey,System Operations,East
271,2004-01-01 00:00:00,Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline,2004-11-12 13:07:00,0,"Sayreville, New Jersey Long Island, New York",New York,System Operations,East
272,2004-01-01 00:00:00,"Heavy Snow, High Winds and Rain/Major Distribution System Interruption",2004-11-15 01:31:00,165000,Nova Scotia ,Nova Scotia ,Severe Weather,Other
273,2004-01-01 00:00:00,Strong Thunderstorms,2004-11-24 01:00:00,119000,"Houston, Texas and surrounding suburban areas",Texas,Severe Weather,Southern
274,2004-01-01 00:00:00,Strong Thunderstorms,2004-11-24 16:00:00,83450,Georgia,Georgia,Severe Weather,Southern
276,2004-01-01 00:00:00,High Winds,2004-12-02 23:59:00,122000,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",Maryland,Severe Weather,Southern
277,2004-01-01 00:00:00,Heavy Rain and Wind Storm,2004-12-02 22:09:00,105312,"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",Delaware,Severe Weather,Southern
277,2004-01-01 00:00:00,Heavy Rain and Wind Storm,2004-12-02 22:09:00,105312,"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",Pennsylvania,Severe Weather,East
278,2004-01-01 00:00:00,Major Freezing Rain and Ice Storm,2004-12-31 23:00:00,359171,Columbus District,Columbus District,Severe Weather,Other
285,2004-01-01 00:00:00,Severe Weather/Line Relayed,2004-12-27 10:50:00,95000,"Salinas, California and surrounding communities",California,Severe Weather,West
292,2005-01-01 00:00:00,Winter Storm,2005-01-14 12:00:00,211000,Eastern one third of the state of Kansas,Kansas,Severe Weather,MidWest
293,2005-01-01 00:00:00,Ice Storm,2005-01-13 18:00:00,246990,Akron and Mansfield areas,Ohio,Severe Weather,MidWest
294,2005-01-01 00:00:00,Winter Ice Storm,2005-01-16 11:00:00,114791,Indiana Michigan Region - Muncie District,Indiana,Severe Weather,MidWest
294,2005-01-01 00:00:00,Winter Ice Storm,2005-01-16 11:00:00,114791,Indiana Michigan Region - Muncie District,Michigan,Severe Weather,MidWest
295,2005-01-01 00:00:00,Winter Storm,2005-01-10 08:00:00,442000,Northern California,California,Severe Weather,West
296,,Voltage Reduction,2005-01-19 09:27:00,,Island of Puerto Rico,Puerto Rico,System Operations,Other
297,2005-01-01 00:00:00,Voltage Reduction,2005-01-23 11:24:00,,Island of Puerto Rico,Puerto Rico,System Operations,Other
298,2005-01-01 00:00:00,Voltage Reduction/Shed Load,2005-01-24 06:50:00,70717,Island of Puerto Rico,Puerto Rico,System Operations,Other
299,2005-01-01 00:00:00,Voltage Reduction/Shed Load,2005-01-24 12:34:00,,Island of Puerto Rico,Puerto Rico,System Operations,Other
300,2005-01-01 00:00:00,Ice Storm,2005-01-31 10:00:00,150000,Parts of Alabama and Georgia,Alabama,Severe Weather,Southern
300,2005-01-01 00:00:00,Ice Storm,2005-01-31 10:00:00,150000,Parts of Alabama and Georgia,Georgia,Severe Weather,Southern
301,2005-01-01 00:00:00,Ice Storm,2005-01-30 15:00:00,82000,Georgia,Georgia,Severe Weather,Southern
303,2005-01-01 00:00:00,Voltage Reduction,2005-02-01 18:01:00,,Island of Puerto Rico,Puerto Rico,System Operations,Other
304,2005-01-01 00:00:00,Generator Loss,2005-02-15 13:30:00,,Island of Puerto Rico,Puerto Rico,System Operations,Other
305,2005-01-01 00:00:00,Load Shedding,2005-02-16 13:43:00,139438,Island of Puerto Rico,Puerto Rico,System Operations,Other
306,2005-01-01 00:00:00,Generator Loss/Voltage Reduction,2005-02-18 08:41:00,372288,Island of Puerto Rico,Puerto Rico,System Operations,Other
307,2005-01-01 00:00:00,Voltage Reduction,2005-02-24 01:05:00,,Island of Puerto Rico,Puerto Rico,System Operations,Other
309,2005-01-01 00:00:00,Wind Storms,2005-03-08 15:00:00,51600,Eastern and Central North Carolina,North Carolina,Severe Weather,Southern
311,2005-01-01 00:00:00,Winter Storm,2005-04-06 12:00:00,211000,"Cleveland, Ohio and northeast Ohio ",Ohio,Severe Weather,MidWest
312,2005-01-01 00:00:00,Lightning Strike,2005-04-22 15:59:00,16000000,"San Francisco Bay area, California",California,Severe Weather,West
313,2005-01-01 00:00:00,Voltage Reduction,2005-04-23 04:48:00,116552,Island of Puerto Rico,Puerto Rico,System Operations,Other
314,2005-01-01 00:00:00,Winter Storm,2005-04-27 06:00:00,150000,"Cleveland, Ohio and northeast Ohio ",Ohio,Severe Weather,MidWest
315,2005-01-01 00:00:00,Thunderstorms,2005-04-30 10:00:00,51808,Alabama and Georgia,Alabama,Severe Weather,Southern
315,2005-01-01 00:00:00,Thunderstorms,2005-04-30 10:00:00,51808,Alabama and Georgia,Georgia,Severe Weather,Southern
317,2005-01-01 00:00:00,Strong Thunderstorms,2005-05-08 22:00:00,243000,"Houston, Texas and surrounding suburban areas",Texas,Severe Weather,Southern
318,2005-01-01 00:00:00,Voltage Reduction,2005-05-11 20:31:00,,Island of Puerto Rico,Puerto Rico,System Operations,Other
319,2005-01-01 00:00:00,Strong Thunderstorms,2005-05-30 02:30:00,123000,"Houston, Texas and surrounding suburban areas",Texas,Severe Weather,Southern
321,2005-01-01 00:00:00,Strong Thunderstorm/High Winds,2005-06-10 07:30:00,201580,Southeast  Michigan,Michigan,Severe Weather,MidWest
322,2005-01-01 00:00:00,Strong Thunderstorm,2005-06-07 18:00:00,105000,Portions of  the southern 2/3 of  Michigan's Lower Peninsula,Michigan,Severe Weather,MidWest
323,2005-01-01 00:00:00,Strong Thunderstorms,2005-06-08 18:00:00,65000,Central/Eastern New York state,New York,Severe Weather,East
330,2005-01-01 00:00:00,Strong Thunderstorm,2005-06-07 22:00:00,143000,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",Delaware,Severe Weather,Southern
330,2005-01-01 00:00:00,Strong Thunderstorm,2005-06-07 22:00:00,143000,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",Pennsylvania,Severe Weather,East
331,2005-01-01 00:00:00,Strong Thunderstorm,2005-06-10 22:00:00,300000,Minnesota,Minnesota,Severe Weather,MidWest
332,2005-01-01 00:00:00,Voltage Reduction,2005-06-20 17:15:00,600000,Island of Puerto Rico,Puerto Rico,System Operations,Other
333,2005-01-01 00:00:00,Transmission Equipment Failure,2005-06-24 23:06:00,51500,"Chicago, Illinois",Illinois,Transmission Interruption,MidWest
334,2005-01-01 00:00:00,Fuel Supply Deficiency/Coal Rail Transportation Interruption,,0,Denver Metropolitan area of Colorado,Colorado,System Operations,West
335,2005-01-01 00:00:00,Strong Thunderstorm/High Winds,2005-07-04 23:30:00,114711,Southeast  Michigan,Michigan,Severe Weather,MidWest
337,,Fuel Supply - Deficiency Coal Rail Transporation Interruption,,0,"Texas, New Mexico, Oklahoma, Kansas",Kansas,System Operations,MidWest
337,,Fuel Supply - Deficiency Coal Rail Transporation Interruption,,0,"Texas, New Mexico, Oklahoma, Kansas",New Mexico,System Operations,Other
337,,Fuel Supply - Deficiency Coal Rail Transporation Interruption,,0,"Texas, New Mexico, Oklahoma, Kansas",Oklahoma,System Operations,Southern
337,,Fuel Supply - Deficiency Coal Rail Transporation Interruption,,0,"Texas, New Mexico, Oklahoma, Kansas",Texas,System Operations,Southern
338,2005-01-01 00:00:00,Load Shedding,2005-07-02 01:46:00,132290,Island of Puerto Rico,Puerto Rico,System Operations,Other
340,2005-01-01 00:00:00,Tropical Storm Cindy,2005-07-06 09:00:00,287000,"Southeast and Northeast, Louisiana including the New Orleans area",Louisiana,Severe Weather,Southern
341,2005-01-01 00:00:00,Hurricane Dennis,2005-07-12 08:00:00,228102,"Alabama, Mississippi, Florida, Georgia",Alabama,Severe Weather,Southern
341,2005-01-01 00:00:00,Hurricane Dennis,2005-07-12 08:00:00,228102,"Alabama, Mississippi, Florida, Georgia",Florida,Severe Weather,Southern
341,2005-01-01 00:00:00,Hurricane Dennis,2005-07-12 08:00:00,228102,"Alabama, Mississippi, Florida, Georgia",Georgia,Severe Weather,Southern
341,2005-01-01 00:00:00,Hurricane Dennis,2005-07-12 08:00:00,228102,"Alabama, Mississippi, Florida, Georgia",Mississippi,Severe Weather,Southern
342,2005-01-01 00:00:00,Hurricane Dennis,2005-07-11 17:33:00,50000,Southwest Alabama and Western Panhandle of Florida,Alabama,Severe Weather,Southern
342,2005-01-01 00:00:00,Hurricane Dennis,2005-07-11 17:33:00,50000,Southwest Alabama and Western Panhandle of Florida,Florida,Severe Weather,Southern
343,2005-01-01 00:00:00,CA ISO  Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,2005-07-21 17:30:00,128050,Southern California,California,Transmission Interruption,West
344,2005-01-01 00:00:00,CA ISO Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program,2005-07-22 18:00:00,133900,Southern California ,California,Transmission Interruption,West
345,2005-01-01 00:00:00,Severe Thunderstorms,2005-07-26 10:50:00,55118,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Maryland,Severe Weather,Southern
345,2005-01-01 00:00:00,Severe Thunderstorms,2005-07-26 10:50:00,55118,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Washington,Severe Weather,West
345,2005-01-01 00:00:00,Severe Thunderstorms,2005-07-26 10:50:00,55118,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",District of Columbia,Severe Weather,Other
346,2005-01-01 00:00:00,Severe Thunderstorms,2005-07-28 21:24:00,93837,"Bucks, Chester, Delaware, Montgomery and Philadelphia counties, Pennsylvania",Delaware,Severe Weather,Southern
346,2005-01-01 00:00:00,Severe Thunderstorms,2005-07-28 21:24:00,93837,"Bucks, Chester, Delaware, Montgomery and Philadelphia counties, Pennsylvania",Pennsylvania,Severe Weather,East
347,2005-01-01 00:00:00,Severe Thunderstorm,2005-07-30 21:07:00,64943,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Maryland,Severe Weather,Southern
347,2005-01-01 00:00:00,Severe Thunderstorm,2005-07-30 21:07:00,64943,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",Washington,Severe Weather,West
347,2005-01-01 00:00:00,Severe Thunderstorm,2005-07-30 21:07:00,64943,"Washington, DC, Montgomery and Prince Georges Counties, Maryland",District of Columbia,Severe Weather,Other
348,2005-01-01 00:00:00,Severe Thunderstorms,2005-07-29 16:00:00,87600,"Baltimore County, Anne Arundel County and Prince Georges County, Maryland",Maryland,Severe Weather,Southern
349,2005-01-01 00:00:00,Severe Thunderstorm,2005-08-01 17:00:00,52200,Piedmont North and South Carolina,South Carolina,Severe Weather,Southern
351,2005-01-01 00:00:00,Voltage Reduction/Load Shed,2005-08-01 10:47:00,47116,Island of Puerto Rico,Puerto Rico,System Operations,Other
352,2005-01-01 00:00:00,Plant Tripped,2005-08-08 16:00:00,16000000,"San Francisco Bay area, California",California,Other,West
358,2005-01-01 00:00:00,Voltage Reduction/Load Shed,2005-08-19 20:15:00,71864,Island of Puerto Rico,Puerto Rico,System Operations,Other
359,2005-01-01 00:00:00,Severe Thunderstorms,2005-08-20 16:21:00,50797,Northwest Arkansas,Arkansas,Severe Weather,Other
360,2005-01-01 00:00:00,CAISO determined there was  inadequate electric resources to serve load.  Public appeals and a shedding of interruptible and firm load occurred.,2005-08-25 20:00:00,,Southern California,California,Other,West
361,2005-01-01 00:00:00,CAISO initiated interruption of  interruptible and firm load due to declaration of  Transmission Emergency in Southern California,2005-08-25 20:00:00,409000,Southern California,California,Transmission Interruption,West
362,2005-01-01 00:00:00,Hurricane Katrina,2005-08-29 12:42:00,143000,East and Southeast Louisiana,Louisiana,Severe Weather,Southern
363,2005-01-01 00:00:00,Hurricane Katrina,2005-08-30 06:00:00,1200000,"Buras, Louisiana",Louisiana,Severe Weather,Southern
364,2005-01-01 00:00:00,Hurricane Katrina disrupted fuel supply in the Gulf of Mexico. Public appeals for conservation were issued.,2005-09-07 15:00:00,0,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",Florida,Severe Weather,Southern
365,2005-01-01 00:00:00,Hurricane Katrina ,2005-08-29 22:00:00,512049,"Alabama, Florida, Mississippi",Alabama,Severe Weather,Southern
365,2005-01-01 00:00:00,Hurricane Katrina ,2005-08-29 22:00:00,512049,"Alabama, Florida, Mississippi",Florida,Severe Weather,Southern
365,2005-01-01 00:00:00,Hurricane Katrina ,2005-08-29 22:00:00,512049,"Alabama, Florida, Mississippi",Mississippi,Severe Weather,Southern
366,2005-01-01 00:00:00,Hurricane Katrina,2005-09-10 12:00:00,323529,"Alabama, Mississippi,  Tennessee",Alabama,Severe Weather,Southern
366,2005-01-01 00:00:00,Hurricane Katrina,2005-09-10 12:00:00,323529,"Alabama, Mississippi,  Tennessee",Mississippi,Severe Weather,Southern
366,2005-01-01 00:00:00,Hurricane Katrina,2005-09-10 12:00:00,323529,"Alabama, Mississippi,  Tennessee",Tennessee,Severe Weather,Southern
367,2005-01-01 00:00:00,Hurricane Katrina  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public appeals for conservation were issued.,,0,"City of Lakeland, Florida",Florida,Severe Weather,Southern
368,2005-01-01 00:00:00,Hurricane Katrina disrupted normal gas supplies distribution. Public appeals for conservation were issued.,2005-09-12 08:00:00,0,Member Service Territory is located in the West coast of Florida from Tallahassee to Fort Myers,Florida,Severe Weather,Southern
370,2005-01-01 00:00:00,Breaker protection cable accidentally cut,2005-09-12 13:56:00,900000," Los Angeles, California",California,Other,West
371,2005-01-01 00:00:00,Voltage Reduction/Load Shed,2005-09-13 14:29:00,66480,Island of Puerto Rico,Puerto Rico,System Operations,Other
372,2005-01-01 00:00:00,Severe Storm,2005-09-16 20:00:00,110000,Southeast Wisconsin and Fox Valley,Wisconsin,Severe Weather,MidWest
373,2005-01-01 00:00:00,Hurricane Ophelia,2005-09-15 15:00:00,60000,Eastern North Carolina,North Carolina,Severe Weather,Southern
374,2005-01-01 00:00:00,High Winds/Tornados,2005-09-27 23:00:00,200000,Minnesota,Minnesota,Severe Weather,MidWest
375,2005-01-01 00:00:00,Severe Thunderstorm,2005-09-26 23:30:00,53000,Southeast Michigan,Michigan,Severe Weather,MidWest
383,2005-01-01 00:00:00,Hurricane Rita disrupted fuel supply in the Gulf of Mexico. Public Appeals for conservation were issued.,2005-09-29 12:00:00,0,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",Florida,Severe Weather,Southern
